lig id,mass,mass status,suitable lig,suitable type,NMP/NDP/NTP,water,complex,small mol,solvent/buffer,linker,covalent
B12,2481.642365999996,approximation,0,2,0,0,0,0,0,0,12
NCU,,,0,0,0,0,0,0,0,0,4
NTT,,,0,0,0,0,0,0,0,0,8
95H,402.109686664,exact,1,1,0,0,0,0,0,0,0
N6G,,,0,0,0,0,0,0,0,0,8
TAO,813.4510704439999,exact,0,2,0,0,0,0,0,0,0
84T,460.1471483900001,exact,0,1,0,0,0,0,0,0,0
IDQ,359.2109958000001,exact,0,5,0,0,0,0,0,0,0
2RX,,,0,0,0,0,0,0,0,0,4
W5Y,493.1379670760001,exact,0,2,0,0,0,0,0,0,0
AF3,83.97674829,exact,0,0,3,0,0,0,1,0,2
5IC,,,0,0,0,0,0,0,0,0,4
6MD,,,0,0,0,0,0,0,0,0,5
BCM,302.111400916,exact,0,0,1,0,0,0,0,0,0
PNS,,,0,0,0,0,0,0,0,0,4
5GP,363.05799903800005,exact,5,5,1,0,0,0,0,0,1
UDP,404.0021971479999,exact,0,0,4,0,0,0,0,0,1
2TM,481.00524752599983,exact,0,0,3,0,0,0,0,0,0
GDZ,392.1760875120001,exact,1,1,0,0,0,0,0,0,0
ON0,703.327601248,exact,0,1,0,0,0,0,0,0,0
8NK,,,0,0,0,0,0,0,0,0,3
WCP,507.19179715199994,exact,0,1,0,0,0,0,0,0,0
PMZ,326.14528432400004,exact,1,1,0,0,0,0,0,0,0
FSJ,450.24897768000005,exact,2,2,0,0,0,0,0,0,0
XNY,,,0,0,0,0,0,0,0,0,2
13T,594.3403978,exact,1,1,0,0,0,0,0,0,0
UMO,,,0,0,0,0,0,0,0,0,8
EUS,525.246848828,exact,2,2,0,0,0,0,0,0,0
AB6,524.316976988,exact,1,1,0,0,0,0,0,0,0
POH,678.3197488963601,exact,2,2,0,0,0,0,0,0,0
AP7,,,0,0,0,0,0,0,0,0,4
P6G,282.16785317200004,exact,0,0,0,0,0,0,4,0,0
6FU,,,0,0,0,0,0,0,0,0,1
G4A,403.0780755080899,exact,1,1,0,0,0,0,0,0,0
GND,175.11895214009,exact,0,1,0,0,0,0,0,0,0
PRL,209.095297352,exact,1,1,0,0,0,0,0,0,0
ACK,329.05251973399993,exact,0,1,0,0,0,0,0,0,0
EMK,1073.598166336,exact,0,1,0,0,0,0,0,0,0
CVC,,,0,0,0,0,0,0,0,0,4
2AD,,,0,0,0,0,0,0,0,0,4
VIR,525.2475004599999,exact,2,2,0,0,0,0,0,0,0
JS5,755.4276496320001,exact,0,1,0,0,0,0,0,0,0
URI,244.069536104,exact,0,1,0,0,0,0,0,0,0
SAR,89.047678464,exact,0,2,0,0,0,0,0,0,0
3KA,,,0,0,0,0,0,0,0,0,12
0DG,,,0,0,0,0,0,0,0,0,4
0DA,,,0,0,0,0,0,0,0,0,2
0DC,,,0,0,0,0,0,0,0,0,2
56B,,,0,0,0,0,0,0,0,0,2
BME,78.013935812,exact,0,5,0,0,0,0,0,0,0
URE,60.032362748,exact,0,1,0,0,0,0,0,0,0
CNC,1268.1397679999993,approximation,0,1,0,0,0,0,0,0,0
8OG,,,0,0,0,0,0,0,0,0,8
T2T,,,0,0,0,0,0,0,0,0,2
1CC,351.0467656579999,exact,0,0,1,0,0,0,0,0,2
OLZ,148.084792244,exact,0,1,0,0,0,0,0,0,0
TAM,163.120843404,exact,0,2,0,0,0,0,0,0,0
FME,177.045964212,exact,0,0,0,0,0,0,1,0,6
JJH,585.1922713280001,exact,1,1,0,0,0,0,0,0,0
J4H,517.2306278280901,exact,1,1,0,0,0,0,0,0,0
RTP,483.9797610499998,exact,0,0,1,0,0,0,0,0,0
YQM,558.2125921719999,exact,2,2,0,0,0,0,0,0,0
C5P,323.05185103799994,exact,0,1,0,0,0,0,0,0,0
U33,,,0,0,0,0,0,0,0,0,5
6F7,,,0,0,0,0,0,0,0,0,1
ZBC,,,0,0,0,0,0,0,0,0,2
MEA,,,0,0,0,0,0,0,0,0,6
GZ7,440.2292308600899,exact,0,0,1,0,0,0,0,0,0
HGR,511.16897536799985,exact,1,1,0,0,0,0,0,0,0
1SC,,,0,0,0,0,0,0,0,0,2
6FC,,,0,0,0,0,0,0,0,0,2
GGM,,,0,0,0,0,0,0,0,0,1
HYG,527.2326382439999,exact,3,3,0,0,0,0,0,0,0
E7X,411.18663151999993,exact,1,1,0,0,0,0,0,0,0
U5M,,,0,0,0,0,0,0,0,0,4
AB9,509.317311336,exact,2,2,0,0,0,0,0,0,0
D2C,452.1350288199999,exact,1,1,0,0,0,0,0,0,0
MGP,538.0135865980898,exact,0,0,1,0,0,0,0,0,0
PDI,,,0,0,0,0,0,0,0,0,3
G19,498.247834808,exact,1,1,0,0,0,0,0,0,0
G46,,,0,0,0,0,0,0,0,0,7
JS4,715.3963495039999,exact,0,1,0,0,0,0,0,0,0
773,765.420045088,exact,0,1,0,0,0,0,0,0,0
5CG,,,0,0,0,0,0,0,0,0,2
B1Z,1490.8699679999984,approximation,0,0,0,0,3,0,0,0,0
RSP,,,0,0,0,0,0,0,0,0,4
TOA,,,0,0,0,0,0,0,0,0,2
TOB,,,0,0,0,0,0,0,0,0,2
TOC,,,0,0,0,0,0,0,0,0,2
U31,381.09371584999997,exact,0,0,2,0,0,0,0,0,0
FMU,,,0,0,0,0,0,0,0,0,6
TSE,,,0,0,0,0,0,0,0,0,2
AKN,585.2857364359998,exact,2,2,0,0,0,0,0,0,0
M2M,134.094294308,exact,0,1,0,0,0,0,0,0,0
MTA,297.08956034,exact,1,2,0,0,0,0,0,0,0
YO3,315.14918964809004,exact,1,1,0,0,0,0,0,0,0
U4M,,,0,0,0,0,0,0,0,0,4
VAA,444.1539514880001,exact,0,2,0,0,0,0,0,0,0
NMZ,717.3556275639997,exact,0,1,0,0,0,0,0,0,0
5AA,,,0,0,0,0,0,0,0,0,10
2OP,,,0,0,0,0,0,0,0,0,8
PAE,,,0,0,0,0,0,0,0,0,2
GH3,506.9957454619999,exact,0,0,4,0,0,0,0,0,0
CNY,596.3017208479998,exact,1,1,0,0,0,0,0,0,0
MGR,329.20122522009,exact,1,1,0,0,0,0,0,0,0
MT9,469.30395271599997,exact,1,1,0,0,0,0,0,0,0
ANG,166.060308812,exact,0,1,0,0,0,0,0,0,0
6GS,420.0135107799999,exact,0,0,1,0,0,0,0,0,0
4D4,,,0,0,0,0,0,0,0,0,2
YYG,,,0,0,0,0,0,0,0,0,12
31M,624.1879676460002,exact,1,1,0,0,0,0,0,0,0
DI0,834.545305176,exact,0,1,0,0,0,0,0,0,0
A5A,417.1066669480001,exact,0,2,0,0,0,0,0,0,0
P5E,499.9456840499999,exact,0,0,1,0,0,0,0,0,0
6MN,259.04570303800006,exact,1,1,0,0,0,0,0,0,0
DKM,432.12675437199994,exact,1,1,0,0,0,0,0,0,0
7DG,150.054160812,exact,0,0,1,0,0,0,0,0,0
OXV,592.6691400000004,approximation,1,1,0,0,0,0,0,0,0
CAI,,,0,0,0,0,0,0,0,0,1
EKM,332.13362248017995,exact,1,1,0,0,0,0,0,0,0
VRT,365.18115221600004,exact,0,2,0,0,0,0,0,0,0
TNP,251.15427502808998,exact,1,1,0,0,0,0,0,0,0
V5A,,,0,0,0,0,0,0,0,0,4
DCT,450.994682842,exact,0,0,4,0,0,0,0,0,0
TPN,285.11934606409,exact,1,1,0,0,0,0,0,0,0
TS6,113.954051586,exact,0,1,0,0,0,0,0,0,0
O8D,553.278800588,exact,1,1,0,0,0,0,0,0,0
ROX,836.5245697319999,exact,0,1,0,0,0,0,0,0,0
PSD,443.13183267399995,exact,0,1,0,0,0,0,0,0,0
RD8,438.18156681600016,exact,1,1,0,0,0,0,0,0,0
C7P,,,0,0,0,0,0,0,0,0,2
URA,112.027277368,exact,0,1,0,0,0,0,0,0,0
JOS,827.4667205080001,exact,0,1,0,0,0,0,0,0,0
16D,116.13134851199999,exact,0,0,1,0,0,0,0,0,0
DX4,167.02656616,exact,0,1,0,0,0,0,0,0,0
9YN,379.19680228000004,exact,0,1,0,0,0,0,0,0,0
SJP,669.3708837039999,exact,1,1,0,0,0,0,0,0,0
TEL,811.4731432799999,exact,0,3,0,0,0,0,0,0,0
8AN,,,0,0,0,0,0,0,0,0,2
HMT,545.2624818279999,exact,1,1,0,0,0,0,0,0,0
QSA,362.13215968009,exact,1,1,0,0,0,0,0,0,0
U3P,324.0358666259999,exact,0,1,0,0,0,0,0,0,0
2QB,164.08104425599998,exact,0,1,0,0,0,0,0,0,0
P12,323.23102800818,exact,1,1,0,0,0,0,0,0,0
RAP,913.5551415880002,exact,0,1,0,0,0,0,0,0,0
CMT,,,0,0,0,0,0,0,0,0,1
75B,,,0,0,0,0,0,0,0,0,4
G34,517.322579984,exact,1,1,0,0,0,0,0,0,0
IMD,69.04472458008999,exact,0,0,1,0,0,0,0,0,0
GAP,404.084548134,exact,0,1,0,0,0,0,0,0,0
CG1,,,0,0,0,0,0,0,0,0,1
QUO,,,0,0,0,0,0,0,0,0,3
AMO,462.09002743799994,exact,0,2,0,0,0,0,0,0,0
TCE,250.06062483000002,exact,0,0,1,0,0,0,1,0,0
U3H,469.9892631139998,exact,0,0,1,0,0,0,0,0,0
1W5,,,0,0,0,0,0,0,0,0,2
MGF,80.98079993991,exact,0,0,0,0,0,0,1,0,0
KIR,796.4146253600001,exact,0,1,1,0,0,0,0,0,0
DZ4,490.0168152539999,exact,0,0,2,0,0,0,0,0,0
SO4,95.95282663982,exact,0,0,0,0,0,0,1,0,0
DCZ,,,0,0,0,0,0,0,0,0,2
B6M,615.29630112,exact,3,3,0,0,0,0,0,0,0
EEM,447.0889655560901,exact,1,1,0,0,0,0,0,0,0
1F4,816.4884589960001,exact,0,1,0,0,0,0,0,0,0
URU,,,0,0,0,0,0,0,0,0,9
G88,226.024239322,exact,0,1,0,0,0,0,0,0,0
0EC,289.15387484800004,exact,1,1,0,0,0,0,0,0,0
TYK,,,0,0,0,0,0,0,0,0,1
6HG,,,0,0,0,0,0,0,0,0,23
6HC,,,0,0,0,0,0,0,0,0,20
6HT,,,0,0,0,0,0,0,0,0,18
6HA,,,0,0,0,0,0,0,0,0,14
BGC,,,0,0,0,0,0,0,0,0,2
GAL,,,0,0,0,0,0,0,0,0,3
3AD,,,0,0,0,0,0,0,0,0,2
PUP,520.0495412639999,exact,0,0,1,0,0,0,0,0,0
ACP,505.01648090599986,exact,,0,0,0,0,0,0,0,
GE6,528.9700048899997,exact,0,0,2,0,0,0,0,0,0
EL,247.12297490009,exact,1,1,0,0,0,0,0,0,0
29H,163.04940978,exact,0,1,0,0,0,0,0,0,0
U7V,370.11896655999993,exact,1,1,0,0,0,0,0,0,0
AG2,130.12184644799999,exact,0,3,1,0,0,0,0,0,0
ANZ,,,0,0,0,0,0,0,0,0,2
NPM,376.16879664000004,exact,1,1,0,0,0,0,0,0,0
2AU,,,0,0,0,0,0,0,0,0,2
O7V,717.317391588,exact,0,2,0,0,0,0,0,0,0
A2P,,,0,0,0,0,0,0,0,0,10
2TB,,,0,0,0,0,0,0,0,0,2
917,317.08341234000005,exact,1,1,0,0,0,0,0,0,0
G80,477.29127985599996,exact,1,1,0,0,0,0,0,0,0
UG4,203.080709908,exact,1,1,0,0,0,0,0,0,0
G6M,371.104811988,exact,1,1,0,0,0,0,0,0,0
O8V,713.3060779559999,exact,0,1,0,0,0,0,0,0,0
CTY,747.476891268,exact,0,1,0,0,0,0,0,0,0
ZZR,140.06791961208998,exact,0,1,0,0,0,0,0,0,0
574,,,0,0,0,0,0,0,0,0,1
CMG,247.14331016399998,exact,1,1,0,0,0,0,0,0,0
Q1V,714.1293629520899,exact,,0,0,0,0,0,0,0,
O7S,557.29011422,exact,2,2,0,0,0,0,0,0,0
G4P,602.9569906039998,exact,4,4,0,0,0,0,0,0,0
SDL,339.11788326399994,exact,0,1,0,0,0,0,0,0,0
RBF,376.1382843599999,exact,0,0,1,0,0,0,0,0,0
M1Y,,,0,0,0,0,0,0,0,0,2
DST,261.982982364,exact,,0,0,0,0,0,0,0,
WIN,548.2257619719999,exact,1,1,0,0,0,0,0,0,0
BTB,209.126322708,exact,0,0,0,0,0,0,2,0,0
GIR,190.062138652,exact,0,1,0,0,0,0,0,0,0
51B,382.157580324,exact,1,1,0,0,0,0,0,0,0
MLZ,160.121177752,exact,0,1,0,0,0,0,0,0,0
96T,445.28495484408995,exact,1,1,0,0,0,0,0,0,0
Q44,193.059974464,exact,0,1,0,0,0,0,0,0,0
NME,,,0,0,0,0,0,0,0,0,8
SSA,433.101581568,exact,0,1,0,0,0,0,0,0,0
GLA,,,0,0,0,0,0,0,0,0,1
5IU,,,0,0,0,0,0,0,0,0,4
O7Y,713.3060779559999,exact,0,1,0,0,0,0,0,0,0
RIV,435.06556935599997,exact,0,1,0,0,0,0,0,0,0
DV4,468.22335137600004,exact,0,1,0,0,0,0,0,0,0
RS3,405.16483345599994,exact,0,0,1,0,0,0,0,0,0
NVA,,,0,0,0,0,0,0,0,0,2
MGX,73.06399722399999,exact,0,2,0,0,0,0,0,0,0
ENX,701.2369666200001,exact,0,1,1,0,0,0,0,0,0
GE1,,,0,0,0,0,0,0,0,0,1
GE2,,,0,0,0,0,0,0,0,0,2
GE3,,,0,0,0,0,0,0,0,0,1
N6M,149.070145224,exact,0,1,0,0,0,0,0,0,0
BDF,180.063388104,exact,0,2,0,0,0,0,0,0,0
P13,407.26851067600006,exact,1,1,0,0,0,0,0,0,0
N5M,,,0,0,0,0,0,0,0,0,1
N5C,527.9695902899997,exact,0,0,1,0,0,0,0,0,0
MIX,444.20088461599994,exact,1,1,0,0,0,0,0,0,0
O8S,730.2825635519999,exact,0,1,0,0,0,0,0,0,0
CPT,,,0,0,0,0,0,0,0,0,2
CSD,,,0,0,0,0,0,0,0,0,6
PPS,506.9862297999998,exact,1,1,0,0,0,0,0,0,0
8B4,443.0407285720001,exact,0,0,1,0,0,0,0,0,0
4PQ,220.084792244,exact,1,1,0,0,0,0,0,0,0
UG1,203.080709908,exact,1,1,0,0,0,0,0,0,0
LHA,863.4487790000001,exact,0,1,0,0,0,0,0,0,0
1RN,,,0,0,0,0,0,0,0,0,2
PUY,471.22301702799996,exact,1,1,0,0,0,0,0,0,0
2MU,,,0,0,0,0,0,0,0,0,2
MYC,318.0375672799999,exact,1,1,0,0,0,0,0,0,0
QSY,369.22850258809,exact,1,1,0,0,0,0,0,0,0
6MA,,,0,0,0,0,0,0,0,0,12
QSV,408.1844637680001,exact,1,1,0,0,0,0,0,0,0
MYL,503.27304651199984,exact,1,1,0,0,0,0,0,0,0
6YG,383.14159591200007,exact,1,1,0,0,0,0,0,0,0
D2T,,,0,0,0,0,0,0,0,0,4
BOG,292.188588616,exact,0,0,1,0,0,0,0,0,0
FAD,785.1571346159999,exact,0,0,1,0,0,0,0,0,0
ISH,317.22156048400007,exact,1,1,0,0,0,0,0,0,0
DMS,78.013935812,exact,0,0,0,0,0,0,1,0,0
DSH,340.1317595,exact,1,1,0,0,0,0,0,0,0
FXT,186.15929457599998,exact,0,1,0,0,0,0,0,0,0
PYY,,,0,0,0,0,0,0,0,0,2
M5M,,,0,0,0,0,0,0,0,0,2
MSP,479.12568814000014,exact,0,1,0,0,0,0,0,0,0
O8J,527.2631505239999,exact,1,1,0,0,0,0,0,0,0
N6E,521.0113955259998,exact,1,1,0,0,0,0,0,0,0
QW4,347.12126064809,exact,1,1,0,0,0,0,0,0,0
KAN,484.2380579719999,exact,1,1,0,0,0,0,0,0,0
XAR,,,0,0,0,0,0,0,0,0,1
XTR,,,0,0,0,0,0,0,0,0,1
XCR,317.07767186200005,exact,1,1,0,0,0,0,0,0,0
XGR,357.08381986200004,exact,1,1,0,0,0,0,0,0,0
PGR,76.052429496,exact,0,1,0,0,0,0,0,0,0
JS6,762.4011005360001,exact,0,1,0,0,0,0,0,0,0
5GS,418.0178472119998,exact,0,0,1,0,0,0,0,0,0
+U,0,error,0,1,0,0,0,0,0,0,0
MQC,306.148061196,exact,1,1,0,0,0,0,0,0,0
CTC,478.1142933759999,exact,1,1,0,0,0,0,0,0,0
FXQ,172.14364451199998,exact,0,1,0,0,0,0,0,0,0
FPD,440.12533672799987,exact,0,0,1,0,0,0,0,0,0
P14,353.2528260721801,exact,1,1,0,0,0,0,0,0,0
BFT,468.12324214999995,exact,1,1,0,0,0,0,0,0,0
LYA,427.14918339199994,exact,0,0,1,0,0,0,0,0,0
UCL,,,0,0,0,0,0,0,0,0,1
RIB,,,0,0,0,0,0,0,0,0,2
FGA,,,0,0,0,0,0,0,0,0,2
MUB,,,0,0,0,0,0,0,0,0,2
DAL,,,0,0,0,0,0,0,0,0,2
A9Z,,,0,0,0,0,0,0,0,0,2
MNU,,,0,0,0,0,0,0,0,0,2
C31,380.109700262,exact,0,0,1,0,0,0,0,0,0
GMX,,,0,0,0,0,0,0,0,0,4
HZG,348.12853710018,exact,1,1,0,0,0,0,0,0,0
QSQ,,,0,0,0,0,0,0,0,0,6
N7X,,,0,0,0,0,0,0,0,0,2
T39,,,0,0,0,0,0,0,0,0,2
C5L,,,0,0,0,0,0,0,0,0,2
SC,,,0,0,0,0,0,0,0,0,10
PST,,,0,0,0,0,0,0,0,0,4
AS,,,0,0,0,0,0,0,0,0,4
RFJ,,,0,0,0,0,0,0,0,0,2
BER,336.1230344760899,exact,1,1,0,0,0,0,0,0,0
M2A,560.082178784,exact,,0,0,0,0,0,0,0,
ISI,317.22156048400007,exact,1,1,0,0,0,0,0,0,0
3GL,,,0,0,0,0,0,0,0,0,4
NO1,,,0,0,0,0,0,0,0,0,2
1F3,842.4677235520002,exact,0,1,0,0,0,0,0,0,0
GZ4,361.16590233209,exact,0,0,1,0,0,0,0,0,0
ACY,60.021129368000004,exact,0,0,0,0,0,0,1,0,0
YMP,509.14239735800004,exact,0,1,0,0,0,0,0,0,0
3TS,739.3042789599999,exact,0,1,0,0,0,0,0,0,0
M7M,,,0,0,0,0,0,0,0,0,1
UVP,,,0,0,0,0,0,0,0,0,1
ROS,343.18048977609004,exact,1,1,0,0,0,0,0,0,0
5CF,,,0,0,0,0,0,0,0,0,8
RU6,971.5830876519999,exact,0,1,0,0,0,0,0,0,0
R14,749.391419744,exact,0,1,0,0,0,0,0,0,0
NAI,665.124771868,exact,1,1,0,0,0,0,0,0,0
FYA,480.1522337700001,exact,0,1,0,0,0,0,0,0,0
SLD,513.202361836,exact,1,1,0,0,0,0,0,0,0
HNG,179.080709908,exact,0,1,0,0,0,0,0,0,0
